scenario,text,emotion,intensity
Realizing you lost your wallet in a crowded market,What if I can’t recover my wallet? This is so stressful!,fear,8
Realizing you lost your wallet in a crowded market,I feel like the world is collapsing. I can’t manage this loss!,fear,9
Realizing you lost your wallet in a crowded market,I’m completely panicked. My identity could be stolen!,fear,10
Walking alone at night in an unfamiliar neighborhood,"It’s a bit eerie, but nothing seems out of place.",fear,1
Walking alone at night in an unfamiliar neighborhood,"I feel slightly nervous, but I’ll keep walking.",fear,2
Walking alone at night in an unfamiliar neighborhood,This is starting to feel unsettling. Should I call someone?,fear,3
Walking alone at night in an unfamiliar neighborhood,I’m mildly afraid of what might happen in such a deserted area.,fear,4
Walking alone at night in an unfamiliar neighborhood,I’m apprehensive about someone possibly following me.,fear,5
Walking alone at night in an unfamiliar neighborhood,I’m feeling anxious with every sound I hear.,fear,6
Walking alone at night in an unfamiliar neighborhood,I’m strongly afraid and starting to consider running.,fear,7
Walking alone at night in an unfamiliar neighborhood,I feel severe anxiety and want to find safety immediately.,fear,8
Walking alone at night in an unfamiliar neighborhood,I’m consumed by fear. I don’t feel safe at all.,fear,9
Walking alone at night in an unfamiliar neighborhood,"I’m terrified, almost frozen, unable to think straight!",fear,10
Hearing footsteps behind you in a dimly lit street,It’s probably just someone else walking nearby.,fear,1
Hearing footsteps behind you in a dimly lit street,This is slightly unnerving. I’ll quicken my pace.,fear,2
Hearing footsteps behind you in a dimly lit street,The sound is making me moderately uneasy.,fear,3
Hearing footsteps behind you in a dimly lit street,I’m mildly afraid that someone could be following me.,fear,4
Hearing footsteps behind you in a dimly lit street,I’m apprehensive that they might have bad intentions.,fear,5
Hearing footsteps behind you in a dimly lit street,I’m feeling noticeably anxious and want to find a safe place.,fear,6
Hearing footsteps behind you in a dimly lit street,I’m strongly afraid and keep looking back to check.,fear,7
Hearing footsteps behind you in a dimly lit street,I feel severe anxiety. I need to get away immediately!,fear,8
Hearing footsteps behind you in a dimly lit street,This fear is overwhelming. I feel trapped and unsafe.,fear,9
Hearing footsteps behind you in a dimly lit street,I’m in terror! I feel paralyzed and panicked.,fear,10
Losing sight of your child in a busy store,They’re probably just around the corner.,fear,1
Losing sight of your child in a busy store,This is slightly concerning. I need to check nearby.,fear,2
Losing sight of your child in a busy store,I feel moderately uneasy not seeing them immediately.,fear,3
Losing sight of your child in a busy store,I’m mildly afraid something might have happened.,fear,4
Losing sight of your child in a busy store,I’m apprehensive about them getting lost in the crowd.,fear,5
Losing sight of your child in a busy store,I’m noticeably anxious and can’t stop looking frantically.,fear,6
Losing sight of your child in a busy store,I feel strong fear that they could be in danger.,fear,7
Losing sight of your child in a busy store,I’m severely anxious and feel the need to call for help.,fear,8
Losing sight of your child in a busy store,I’m extremely fearful and almost in a state of panic.,fear,9
Losing sight of your child in a busy store,"I’m in terror, unable to think clearly about what to do.",fear,10
Getting a notification of a significant withdrawal from your bank account,It’s probably a mistake. I’ll check my transactions.,fear,1
Getting a notification of a significant withdrawal from your bank account,This seems slightly off. I need to confirm the source.,fear,2
Getting a notification of a significant withdrawal from your bank account,I feel moderately uneasy that my account could be compromised.,fear,3
Getting a notification of a significant withdrawal from your bank account,I’m mildly afraid that someone has accessed my account.,fear,4
Getting a notification of a significant withdrawal from your bank account,I’m apprehensive about how much could have been taken.,fear,5
Getting a notification of a significant withdrawal from your bank account,I’m noticeably anxious about what this could mean financially.,fear,6
Getting a notification of a significant withdrawal from your bank account,I feel strong fear that I might lose access to my funds.,fear,7
Getting a notification of a significant withdrawal from your bank account,I’m severely anxious about how to resolve this.,fear,8
Getting a notification of a significant withdrawal from your bank account,I’m extremely fearful and dread the financial repercussions.,fear,9
Getting a notification of a significant withdrawal from your bank account,"I’m in terror, convinced my account has been hacked!",fear,10
Finding a large spider crawling on your bed,It’s just a spider. I’ll carefully remove it.,fear,1
Finding a large spider crawling on your bed,"It’s slightly creepy, but I can handle it.",fear,2
Finding a large spider crawling on your bed,I feel moderately uneasy seeing it move closer.,fear,3
Finding a large spider crawling on your bed,I’m mildly afraid it might bite me.,fear,4
Finding a large spider crawling on your bed,I’m apprehensive about what kind of spider it is.,fear,5
Finding a large spider crawling on your bed,I’m noticeably anxious about having to deal with it.,fear,6
Finding a large spider crawling on your bed,I feel strong fear and want to leave the room.,fear,7
Finding a large spider crawling on your bed,I’m severely anxious and don’t know how to handle this.,fear,8
Finding a large spider crawling on your bed,I’m extremely fearful that it might be dangerous.,fear,9
Finding a large spider crawling on your bed,I’m in terror and completely paralyzed at the sight of it!,fear,10
Getting a notification of a significant withdrawal from your bank account,It’s probably a mistake. I’ll check my transactions.,fear,1
Getting a notification of a significant withdrawal from your bank account,This seems slightly off. I need to confirm the source.,fear,2
Getting a notification of a significant withdrawal from your bank account,I feel moderately uneasy that my account could be compromised.,fear,3
Getting a notification of a significant withdrawal from your bank account,I’m mildly afraid that someone has accessed my account.,fear,4
Getting a notification of a significant withdrawal from your bank account,I’m apprehensive about how much could have been taken.,fear,5
Getting a notification of a significant withdrawal from your bank account,I’m noticeably anxious about what this could mean financially.,fear,6
Getting a notification of a significant withdrawal from your bank account,I feel strong fear that I might lose access to my funds.,fear,7
Getting a notification of a significant withdrawal from your bank account,I’m severely anxious about how to resolve this.,fear,8
Getting a notification of a significant withdrawal from your bank account,I’m extremely fearful and dread the financial repercussions.,fear,9
Getting a notification of a significant withdrawal from your bank account,"I’m in terror, convinced my account has been hacked!",fear,10
Finding a large spider crawling on your bed,It’s just a spider. I’ll carefully remove it.,fear,1
Finding a large spider crawling on your bed,"It’s slightly creepy, but I can handle it.",fear,2
Finding a large spider crawling on your bed,I feel moderately uneasy seeing it move closer.,fear,3
Finding a large spider crawling on your bed,I’m mildly afraid it might bite me.,fear,4
Finding a large spider crawling on your bed,I’m apprehensive about what kind of spider it is.,fear,5
Finding a large spider crawling on your bed,I’m noticeably anxious about having to deal with it.,fear,6
Finding a large spider crawling on your bed,I feel strong fear and want to leave the room.,fear,7
Finding a large spider crawling on your bed,I’m severely anxious and don’t know how to handle this.,fear,8
Finding a large spider crawling on your bed,I’m extremely fearful that it might be dangerous.,fear,9
Finding a large spider crawling on your bed,I’m in terror and completely paralyzed at the sight of it!,fear,10
Your car breaking down in a remote area,"It’s inconvenient, but I’ll call for assistance.",fear,1
Your car breaking down in a remote area,This is slightly concerning. I hope someone stops to help.,fear,2
Your car breaking down in a remote area,I feel moderately uneasy being stuck here alone.,fear,3
Your car breaking down in a remote area,I’m mildly afraid about how long this might take.,fear,4
Your car breaking down in a remote area,I’m apprehensive about being stranded here overnight.,fear,5
Your car breaking down in a remote area,I’m noticeably anxious that I might not have phone service.,fear,6
Your car breaking down in a remote area,I feel strong fear that someone dangerous might pass by.,fear,7
Your car breaking down in a remote area,I’m severely anxious about not knowing what to do next.,fear,8
Your car breaking down in a remote area,I’m extremely fearful and dread being stuck here for hours.,fear,9
Your car breaking down in a remote area,"I’m in terror, convinced I won’t be rescued in time!",fear,10
Missing an important deadline at work or school,I can probably make it up later.,fear,1
Missing an important deadline at work or school,"It’s slightly troubling, but I’ll explain to my boss/teacher.",fear,2
Missing an important deadline at work or school,I feel moderately uneasy about the repercussions.,fear,3
Missing an important deadline at work or school,I’m mildly afraid that this will hurt my performance.,fear,4
Missing an important deadline at work or school,I’m apprehensive about how others will perceive me.,fear,5
Missing an important deadline at work or school,I’m noticeably anxious about possible penalties or consequences.,fear,6
Missing an important deadline at work or school,I feel strong fear that this might jeopardize my position.,fear,7
Missing an important deadline at work or school,I’m severely anxious that this could have long-term effects.,fear,8
Missing an important deadline at work or school,I’m extremely fearful and regret not managing my time better.,fear,9
Missing an important deadline at work or school,"I’m in terror, convinced this will ruin my reputation or grades!",fear,10
Forgetting to study for an important exam,It’s okay. I can review the basics quickly.,fear,1
Forgetting to study for an important exam,"This is slightly worrying, but I’ll focus on the main points.",fear,2
Forgetting to study for an important exam,I feel moderately uneasy about my lack of preparation.,fear,3
Forgetting to study for an important exam,I’m mildly afraid of performing poorly.,fear,4
Forgetting to study for an important exam,I’m apprehensive about potentially failing the exam.,fear,5
Forgetting to study for an important exam,I’m noticeably anxious about not remembering key concepts.,fear,6
Forgetting to study for an important exam,I feel strong fear that this might ruin my final grade.,fear,7
Forgetting to study for an important exam,I’m severely anxious and can’t concentrate on anything else.,fear,8
Forgetting to study for an important exam,I’m extremely fearful about the consequences of failing.,fear,9
Forgetting to study for an important exam,"I’m in terror, convinced I’ll fail and face serious repercussions!",fear,10
Receiving an unexpected letter from the IRS,It’s probably a minor issue. I’ll read it carefully.,fear,1
Receiving an unexpected letter from the IRS,This is slightly worrying. I hope it’s not serious.,fear,2
Receiving an unexpected letter from the IRS,I feel moderately uneasy about what it might contain.,fear,3
Receiving an unexpected letter from the IRS,I’m mildly afraid it could involve penalties or back taxes.,fear,4
Receiving an unexpected letter from the IRS,I’m apprehensive about possible financial complications.,fear,5
Receiving an unexpected letter from the IRS,I’m noticeably anxious about having to deal with tax authorities.,fear,6
Receiving an unexpected letter from the IRS,I feel strong fear that I could owe a large sum of money.,fear,7
Receiving an unexpected letter from the IRS,I’m severely anxious about being audited or fined.,fear,8
Receiving an unexpected letter from the IRS,I’m extremely fearful and dread reading the letter at all.,fear,9
Receiving an unexpected letter from the IRS,"I’m in terror, convinced this will bring major financial ruin!",fear,10
Feeling your phone buzz in your pocket while it's already in your hand,It’s probably just a phantom vibration.,fear,1
Feeling your phone buzz in your pocket while it's already in your hand,"That’s odd, but not alarming.",fear,2
Feeling your phone buzz in your pocket while it's already in your hand,This is slightly unsettling. Could it be a glitch?,fear,3
Feeling your phone buzz in your pocket while it's already in your hand,I’m mildly afraid my phone might be malfunctioning.,fear,4
Feeling your phone buzz in your pocket while it's already in your hand,I’m apprehensive that it could mean something unusual.,fear,5
Feeling your phone buzz in your pocket while it's already in your hand,I’m noticeably anxious—this doesn’t feel normal.,fear,6
Feeling your phone buzz in your pocket while it's already in your hand,I feel strong fear that it’s an indicator of something bad.,fear,7
Feeling your phone buzz in your pocket while it's already in your hand,I’m severely anxious that someone may be tampering with it.,fear,8
Feeling your phone buzz in your pocket while it's already in your hand,I’m extremely fearful this is related to a security breach.,fear,9
Feeling your phone buzz in your pocket while it's already in your hand,"I’m in terror, convinced my phone has been hacked!",fear,10
Waking up late for a critical meeting or appointment,I can still make it if I hurry.,fear,1
Waking up late for a critical meeting or appointment,"This is slightly stressful, but manageable.",fear,2
Waking up late for a critical meeting or appointment,I feel moderately uneasy about being late.,fear,3
Waking up late for a critical meeting or appointment,I’m mildly afraid of making a bad impression.,fear,4
Waking up late for a critical meeting or appointment,I’m apprehensive about how this will affect my responsibilities.,fear,5
Waking up late for a critical meeting or appointment,I’m noticeably anxious about the consequences of missing it.,fear,6
Waking up late for a critical meeting or appointment,I feel strong fear that this could seriously damage my reputation.,fear,7
Waking up late for a critical meeting or appointment,I’m severely anxious and feel helpless to fix the situation.,fear,8
Waking up late for a critical meeting or appointment,I’m extremely fearful about what this will cost me professionally.,fear,9
Waking up late for a critical meeting or appointment,"I’m in terror, convinced this could ruin my career!",fear,10
Entering a dark parking garage alone,"It’s a little creepy, but I feel okay.",fear,1
Entering a dark parking garage alone,"This is slightly unnerving, but I’ll stay aware.",fear,2
Entering a dark parking garage alone,I feel moderately uneasy and cautious.,fear,3
Entering a dark parking garage alone,I’m mildly afraid someone might be lurking.,fear,4
Entering a dark parking garage alone,I’m apprehensive about being in such a vulnerable spot.,fear,5
Entering a dark parking garage alone,I’m noticeably anxious and quicken my pace.,fear,6
Entering a dark parking garage alone,I feel strong fear that someone could harm me.,fear,7
Entering a dark parking garage alone,I’m severely anxious and ready to call for help.,fear,8
Entering a dark parking garage alone,I’m extremely fearful and feel unsafe in every corner.,fear,9
Entering a dark parking garage alone,"I’m in terror, convinced I’m in immediate danger!",fear,10
Hearing a strange noise in your house at night,It’s probably just the wind.,fear,1
Hearing a strange noise in your house at night,"This is slightly unsettling, but I’ll ignore it.",fear,2
Hearing a strange noise in your house at night,I feel moderately uneasy about what it could be.,fear,3
Hearing a strange noise in your house at night,I’m mildly afraid it might be an intruder.,fear,4
Hearing a strange noise in your house at night,I’m apprehensive and want to check the locks.,fear,5
Hearing a strange noise in your house at night,I’m noticeably anxious and considering calling someone.,fear,6
Hearing a strange noise in your house at night,I feel strong fear that someone might be inside.,fear,7
Hearing a strange noise in your house at night,I’m severely anxious and ready to grab a weapon for protection.,fear,8
Hearing a strange noise in your house at night,I’m extremely fearful and dread leaving my room.,fear,9
Hearing a strange noise in your house at night,"I’m in terror, convinced I’m not alone!",fear,10
Being confronted by a stray,"aggressive dog, ""I’ll stay calm and try not to provoke it.",fear,1
Being confronted by a stray,"aggressive dog, ""This is slightly concerning, but I’ll back away slowly.",fear,2
Being confronted by a stray,"aggressive dog, ""I feel moderately uneasy about its behavior.",fear,3
Being confronted by a stray,"aggressive dog, ""I’m mildly afraid it might bite me.",fear,4
Being confronted by a stray,"aggressive dog, ""I’m apprehensive about how to get away safely.",fear,5
Being confronted by a stray,"aggressive dog, ""I’m noticeably anxious and considering running.",fear,6
Being confronted by a stray,"aggressive dog, ""I feel strong fear that it will attack me.",fear,7
Being confronted by a stray,"aggressive dog, ""I’m severely anxious and struggling to stay calm.",fear,8
Being confronted by a stray,"aggressive dog, ""I’m extremely fearful and feel completely helpless.",fear,9
Being confronted by a stray,"aggressive dog, ""I’m in terror, convinced it’s about to attack me!",fear,10
Dropping your phone into water,I’ll pick it up quickly and hope it’s fine.,fear,1
Dropping your phone into water,"This is slightly worrying, but it might still work.",fear,2
Dropping your phone into water,I feel moderately uneasy about the damage it might cause.,fear,3
Dropping your phone into water,I’m mildly afraid it could stop working permanently.,fear,4
Dropping your phone into water,I’m apprehensive about losing all my data.,fear,5
Dropping your phone into water,I’m noticeably anxious about the cost of repair or replacement.,fear,6
Dropping your phone into water,I feel strong fear that my phone is completely ruined.,fear,7
Dropping your phone into water,I’m severely anxious and dread the hassle of replacing it.,fear,8
Dropping your phone into water,I’m extremely fearful about not being able to recover my files.,fear,9
Dropping your phone into water,"I’m in terror, convinced I’ve lost everything important!",fear,10
Realizing you’ve locked yourself out of your house,I’ll call someone who has a spare key.,fear,1
Realizing you’ve locked yourself out of your house,"This is slightly inconvenient, but manageable.",fear,2
Realizing you’ve locked yourself out of your house,I feel moderately uneasy about how long this will take to fix.,fear,3
Realizing you’ve locked yourself out of your house,I’m mildly afraid of being stuck outside for hours.,fear,4
Realizing you’ve locked yourself out of your house,I’m apprehensive about needing professional help to get in.,fear,5
Realizing you’ve locked yourself out of your house,I’m noticeably anxious about the cost of locksmith services.,fear,6
Realizing you’ve locked yourself out of your house,I feel strong fear that I won’t be able to get back inside soon.,fear,7
Realizing you’ve locked yourself out of your house,I’m severely anxious and feel helpless in the moment.,fear,8
Realizing you’ve locked yourself out of your house,I’m extremely fearful about being stranded without access.,fear,9
Realizing you’ve locked yourself out of your house,"I’m in terror, convinced I’m stuck for hours without help!",fear,10
Noticing a stranger closely watching or following you,It’s probably just a coincidence.,fear,1
Noticing a stranger closely watching or following you,"This is slightly unsettling, but I’ll stay aware.",fear,2
Noticing a stranger closely watching or following you,I feel moderately uneasy about their intentions.,fear,3
Noticing a stranger closely watching or following you,I’m mildly afraid they might approach me.,fear,4
Noticing a stranger closely watching or following you,I’m apprehensive about them possibly being dangerous.,fear,5
Noticing a stranger closely watching or following you,I’m noticeably anxious and want to get to a safe place.,fear,6
Noticing a stranger closely watching or following you,I feel strong fear that they’re following me intentionally.,fear,7
Noticing a stranger closely watching or following you,I’m severely anxious and feel the urge to call for help.,fear,8
Noticing a stranger closely watching or following you,I’m extremely fearful and feel completely unsafe.,fear,9
Noticing a stranger closely watching or following you,"I’m in terror, convinced they’re about to harm me!",fear,10
Getting a call about a loved one in an accident,"It’s probably minor, I’ll wait for more details.",fear,1
Getting a call about a loved one in an accident,"This is slightly worrying, but I’ll stay calm.",fear,2
Getting a call about a loved one in an accident,I feel moderately uneasy about their condition.,fear,3
Getting a call about a loved one in an accident,I’m mildly afraid they might be seriously hurt.,fear,4
Getting a call about a loved one in an accident,I’m apprehensive about what could have happened.,fear,5
Getting a call about a loved one in an accident,I’m noticeably anxious and dreading the worst.,fear,6
Getting a call about a loved one in an accident,I feel strong fear and want immediate information.,fear,7
Getting a call about a loved one in an accident,I’m severely anxious and struggling to stay composed.,fear,8
Getting a call about a loved one in an accident,I’m extremely fearful that their injuries are life-threatening.,fear,9
Getting a call about a loved one in an accident,"I’m in terror, convinced they might not survive!",fear,10
Feeling severe chest pain while alone,"It’s probably nothing serious, I’ll monitor it.",fear,1
Feeling severe chest pain while alone,"This is slightly concerning, but I’ll wait and see.",fear,2
Feeling severe chest pain while alone,I feel moderately uneasy and consider calling for help.,fear,3
Feeling severe chest pain while alone,I’m mildly afraid it could be something serious.,fear,4
Feeling severe chest pain while alone,I’m apprehensive about needing medical attention quickly.,fear,5
Feeling severe chest pain while alone,I’m noticeably anxious and fear it might be a heart attack.,fear,6
Feeling severe chest pain while alone,I feel strong fear and want to call emergency services immediately.,fear,7
Feeling severe chest pain while alone,I’m severely anxious and feel the need to act urgently.,fear,8
Feeling severe chest pain while alone,I’m extremely fearful this could be life-threatening.,fear,9
Feeling severe chest pain while alone,"I’m in terror, convinced I’m experiencing a fatal medical event!",fear,10
Seeing a suspicious lump on your body,"It’s probably nothing, but I’ll monitor it.",fear,1
Seeing a suspicious lump on your body,"This is slightly concerning, but I’ll get it checked eventually.",fear,2
Seeing a suspicious lump on your body,I feel moderately uneasy about what it could be.,fear,3
Seeing a suspicious lump on your body,I’m mildly afraid it might be a serious condition.,fear,4
Seeing a suspicious lump on your body,I’m apprehensive about needing a medical diagnosis soon.,fear,5
Seeing a suspicious lump on your body,I’m noticeably anxious and dreading the possible results.,fear,6
Seeing a suspicious lump on your body,I feel strong fear that it could be a life-altering condition.,fear,7
Seeing a suspicious lump on your body,I’m severely anxious about the uncertainty of what it might mean.,fear,8
Seeing a suspicious lump on your body,I’m extremely fearful it might be cancer or something fatal.,fear,9
Seeing a suspicious lump on your body,"I’m in terror, convinced it’s a terminal diagnosis!",fear,10
Being stuck in an elevator,"It’s probably a temporary issue, I’ll wait.",fear,1
Being stuck in an elevator,"This is slightly inconvenient, but I’ll stay calm.",fear,2
Being stuck in an elevator,I feel moderately uneasy about how long this will take.,fear,3
Being stuck in an elevator,I’m mildly afraid it might take hours to get out.,fear,4
Being stuck in an elevator,I’m apprehensive about whether anyone knows I’m here.,fear,5
Being stuck in an elevator,I’m noticeably anxious about being trapped in such a small space.,fear,6
Being stuck in an elevator,I feel strong fear about the possibility of mechanical failure.,fear,7
Being stuck in an elevator,I’m severely anxious and feel claustrophobic.,fear,8
Being stuck in an elevator,I’m extremely fearful the elevator might fall or break down further.,fear,9
Being stuck in an elevator,"I’m in terror, convinced I’m in immediate danger!",fear,10
Feeling turbulence during a flight,"It’s just normal turbulence, nothing to worry about.",fear,1
Feeling turbulence during a flight,"This is slightly unsettling, but common.",fear,2
Feeling turbulence during a flight,I feel moderately uneasy as it lasts longer than expected.,fear,3
Feeling turbulence during a flight,I’m mildly afraid it might get worse.,fear,4
Feeling turbulence during a flight,I’m apprehensive about the safety of the plane.,fear,5
Feeling turbulence during a flight,I’m noticeably anxious and holding on tightly.,fear,6
Feeling turbulence during a flight,I feel strong fear that something might go wrong.,fear,7
Feeling turbulence during a flight,I’m severely anxious and praying for safety.,fear,8
Feeling turbulence during a flight,I’m extremely fearful the plane might crash.,fear,9
Feeling turbulence during a flight,"I’m in terror, convinced we’re going to crash!",fear,10
Watching someone collapse in front of you,I’ll check if they’re okay and call for help.,fear,1
Watching someone collapse in front of you,"This is slightly worrying, but I’ll stay calm and assist.",fear,2
Watching someone collapse in front of you,I feel moderately uneasy about what could be wrong.,fear,3
Watching someone collapse in front of you,I’m mildly afraid they might be seriously hurt.,fear,4
Watching someone collapse in front of you,I’m apprehensive about not knowing how to help properly.,fear,5
Watching someone collapse in front of you,I’m noticeably anxious that their condition could worsen.,fear,6
Watching someone collapse in front of you,I feel strong fear that they might not survive.,fear,7
Watching someone collapse in front of you,I’m severely anxious and feel helpless in the moment.,fear,8
Watching someone collapse in front of you,I’m extremely fearful that this is a life-threatening emergency.,fear,9
Watching someone collapse in front of you,"I’m in terror, convinced I’m witnessing something fatal!",fear,10
Losing control of your car on an icy road,I’ll carefully try to regain control.,fear,1
Losing control of your car on an icy road,"This is slightly scary, but I’ll stay calm and steer gently.",fear,2
Losing control of your car on an icy road,I feel moderately uneasy about the lack of traction.,fear,3
Losing control of your car on an icy road,I’m mildly afraid of skidding into something.,fear,4
Losing control of your car on an icy road,I’m apprehensive about the possibility of hitting another car.,fear,5
Losing control of your car on an icy road,I’m noticeably anxious that I might not regain control in time.,fear,6
Losing control of your car on an icy road,I feel strong fear that a crash is inevitable.,fear,7
Losing control of your car on an icy road,I’m severely anxious and struggling to think clearly.,fear,8
Losing control of your car on an icy road,I’m extremely fearful and feel completely out of control.,fear,9
Losing control of your car on an icy road,"I’m in terror, convinced I’m about to crash!",fear,10
Accidentally cutting yourself with a sharp knife,It’s just a small cut. I’ll clean it and bandage it.,fear,1
Accidentally cutting yourself with a sharp knife,"This is slightly concerning, but it doesn’t look bad.",fear,2
Accidentally cutting yourself with a sharp knife,I feel moderately uneasy about the depth of the cut.,fear,3
Accidentally cutting yourself with a sharp knife,I’m mildly afraid it might get infected.,fear,4
Accidentally cutting yourself with a sharp knife,I’m apprehensive about whether it might need stitches.,fear,5
Accidentally cutting yourself with a sharp knife,I’m noticeably anxious about how much blood I’m losing.,fear,6
Accidentally cutting yourself with a sharp knife,I feel strong fear that it could cause lasting damage.,fear,7
Accidentally cutting yourself with a sharp knife,I’m severely anxious about whether I’ll need medical attention.,fear,8
Accidentally cutting yourself with a sharp knife,I’m extremely fearful and feel overwhelmed by the sight of blood.,fear,9
Accidentally cutting yourself with a sharp knife,"I’m in terror, convinced this could be life-threatening!",fear,10
Receiving abnormal results from a medical test,"It’s probably nothing serious, but I’ll ask the doctor.",fear,1
Receiving abnormal results from a medical test,"This is slightly concerning, but I’ll wait for clarification.",fear,2
Receiving abnormal results from a medical test,I feel moderately uneasy about what it might mean.,fear,3
Receiving abnormal results from a medical test,I’m mildly afraid it could indicate a minor issue.,fear,4
Receiving abnormal results from a medical test,I’m apprehensive that it might require further testing.,fear,5
Receiving abnormal results from a medical test,I’m noticeably anxious that it could indicate a serious condition.,fear,6
Receiving abnormal results from a medical test,I feel strong fear about a potential diagnosis.,fear,7
Receiving abnormal results from a medical test,I’m severely anxious and dreading what the doctor will say.,fear,8
Receiving abnormal results from a medical test,I’m extremely fearful and can’t stop imagining the worst.,fear,9
Receiving abnormal results from a medical test,"I’m in terror, convinced it’s a life-threatening condition!",fear,10
Experiencing a sudden,"severe headache or dizziness, ""It’s probably just from being tired. I’ll rest.",fear,1
Experiencing a sudden,"severe headache or dizziness, ""This is slightly concerning, but it will likely pass.",fear,2
Experiencing a sudden,"severe headache or dizziness, ""I feel moderately uneasy about what’s causing it.",fear,3
Experiencing a sudden,"severe headache or dizziness, ""I’m mildly afraid it could be something minor but unusual.",fear,4
Experiencing a sudden,"severe headache or dizziness, ""I’m apprehensive that it might be the start of something serious.",fear,5
Experiencing a sudden,"severe headache or dizziness, ""I’m noticeably anxious that it might indicate a health issue.",fear,6
Experiencing a sudden,"severe headache or dizziness, ""I feel strong fear that it could be a serious medical problem.",fear,7
Experiencing a sudden,"severe headache or dizziness, ""I’m severely anxious and considering seeking immediate help.",fear,8
Experiencing a sudden,"severe headache or dizziness, ""I’m extremely fearful about what might happen next.",fear,9
Experiencing a sudden,"severe headache or dizziness, ""I’m in terror, convinced it’s a life-threatening emergency!",fear,10
Being trapped in a building during a power outage,It’s just a blackout. I’ll wait for the power to return.,fear,1
Being trapped in a building during a power outage,"This is slightly unsettling, but I’ll stay calm.",fear,2
Being trapped in a building during a power outage,I feel moderately uneasy about how long this might last.,fear,3
Being trapped in a building during a power outage,I’m mildly afraid of being stuck for an extended period.,fear,4
Being trapped in a building during a power outage,I’m apprehensive about what might have caused the outage.,fear,5
Being trapped in a building during a power outage,I’m noticeably anxious that something serious could be happening.,fear,6
Being trapped in a building during a power outage,I feel strong fear about the possibility of being completely alone.,fear,7
Being trapped in a building during a power outage,I’m severely anxious and worried about finding a way out.,fear,8
Being trapped in a building during a power outage,I’m extremely fearful and feel completely vulnerable.,fear,9
Being trapped in a building during a power outage,"I’m in terror, convinced I’ll be stuck here indefinitely!",fear,10
Seeing a stranger having a medical emergency and not knowing what to do,I’ll call for help and stay with them.,fear,1
Seeing a stranger having a medical emergency and not knowing what to do,"This is slightly concerning, but I’ll keep calm.",fear,2
Seeing a stranger having a medical emergency and not knowing what to do,I feel moderately uneasy about their condition.,fear,3
Seeing a stranger having a medical emergency and not knowing what to do,I’m mildly afraid I won’t be able to help effectively.,fear,4
Seeing a stranger having a medical emergency and not knowing what to do,I’m apprehensive that they might need urgent care.,fear,5
Seeing a stranger having a medical emergency and not knowing what to do,I’m noticeably anxious about the lack of immediate assistance.,fear,6
Seeing a stranger having a medical emergency and not knowing what to do,I feel strong fear that their condition could worsen quickly.,fear,7
Seeing a stranger having a medical emergency and not knowing what to do,I’m severely anxious and feel helpless in the situation.,fear,8
Seeing a stranger having a medical emergency and not knowing what to do,I’m extremely fearful that they might not survive.,fear,9
Seeing a stranger having a medical emergency and not knowing what to do,"I’m in terror, convinced I’m witnessing a life-threatening event!",fear,10
Witnessing a car crash nearby,"It’s scary, but I’ll make sure to stay out of the way and call for help.",fear,1
Witnessing a car crash nearby,"This is slightly shocking, but I’ll keep calm and alert someone.",fear,2
Witnessing a car crash nearby,I feel moderately uneasy about the people involved.,fear,3
Witnessing a car crash nearby,I’m mildly afraid someone might be seriously injured.,fear,4
Witnessing a car crash nearby,I’m apprehensive about whether I should approach the scene.,fear,5
Witnessing a car crash nearby,I’m noticeably anxious about the severity of the crash.,fear,6
Witnessing a car crash nearby,I feel strong fear that lives might be in danger.,fear,7
Witnessing a car crash nearby,I’m severely anxious and worried I won’t be able to help.,fear,8
Witnessing a car crash nearby,I’m extremely fearful that I’m witnessing a tragedy.,fear,9
Witnessing a car crash nearby,"I’m in terror, convinced the situation is catastrophic!",fear,10
Smelling smoke in your home but not knowing the source,It’s probably nothing serious. I’ll check calmly.,fear,1
Smelling smoke in your home but not knowing the source,"This is slightly concerning, but I’ll investigate.",fear,2
Smelling smoke in your home but not knowing the source,I feel moderately uneasy about where it’s coming from.,fear,3
Smelling smoke in your home but not knowing the source,I’m mildly afraid it might be something dangerous.,fear,4
Smelling smoke in your home but not knowing the source,I’m apprehensive about the possibility of a fire.,fear,5
Smelling smoke in your home but not knowing the source,I’m noticeably anxious and feel the need to evacuate.,fear,6
Smelling smoke in your home but not knowing the source,I feel strong fear that there’s a fire I can’t control.,fear,7
Smelling smoke in your home but not knowing the source,I’m severely anxious and ready to call for help.,fear,8
Smelling smoke in your home but not knowing the source,I’m extremely fearful and feel entirely unsafe.,fear,9
Smelling smoke in your home but not knowing the source,"I’m in terror, convinced the house is about to catch fire!",fear,10
Realizing you’ve consumed food you’re allergic to,I’ll monitor myself carefully and drink water.,fear,1
Realizing you’ve consumed food you’re allergic to,"This is slightly concerning, but I’m not feeling symptoms yet.",fear,2
Realizing you’ve consumed food you’re allergic to,I feel moderately uneasy and prepare for potential symptoms.,fear,3
Realizing you’ve consumed food you’re allergic to,I’m mildly afraid this could lead to discomfort.,fear,4
Realizing you’ve consumed food you’re allergic to,I’m apprehensive about how severe the reaction could be.,fear,5
Realizing you’ve consumed food you’re allergic to,I’m noticeably anxious and considering using medication.,fear,6
